# TESS Program G08062

Title: Discovery And Occurrence Rates Of Disintegrating Minor Planets Transiting White Dwarfs

PI: Soares-Furtado, Melinda - University Of Wisconsin-Madison

Type: SMALL

Summary: Many white dwarfs have been found to have their surfaces "polluted" by remnant rocky bodies from their progenitors' planetary systems. These polluted white dwarfs are our best observational probe of exoplanet interior chemical compositions, which they can reveal with exquisite sensitivity. However, without a good understanding of the origins of white dwarf pollution, it is impossible to fully leverage the information about chemical compositions from the pollution on their surfaces. Observations by Kepler and TESS have begun illuminating the origins and process by which white dwarf pollution takes place by identifying transiting disintegrating minor planets on their way to polluting white dwarfs. Here for TESS Cycle 7, we propose the largest search to date to search for transiting debris ar
616689373,18.7263,-25.1565,18.46,G08062;G08002
616689599,17.7297,-25.2717,19.14,G08062
616689785,18.5942,-24.9523,18.66,G08002;G08062
616689889,18.1161,-24.8231,17.59,G08002;G08062
616690248,19.0304,-24.6877,18.72,G08062;G08002
616690468,19.0269,-24.6508,18.93,G08062;G08002
616690978,19.0425,-24.2494,17.76,G08062;G08002;G08158
632057150,32.589,-31.189,19.15,G08002;G08062
632057167,32.6413,-31.1182,18.48,G08002;G08062
632100098,23.7758,-34.7016,18.24,G08002;G08062
632100116,23.8357,-34.658,18.32,G08062;G08002
632102153,25.6225,-33.943,18.84,G08002;G08062
632103802,25.3483,-33.8163,17.97,G08002;G08062
632104541,25.5356,-33.12,18.22,G08002;G08062
632104569,25.51,-33.0692,19.18,G08062
632104571,25.4945,-33.0671,18.67,G08002;G08062
632104675,25.4799,-32.9802,18.79,G08062;G08002
632104676,25.4788,-32.9787,18.92,G08002;G08062
632111196,20.8968,-34.4872,18.85,G08002;G08062
632111868,20.7303,-34.3825,18.84,G08002;G08062
632113493,22.0412,-35.1823,19.28,G08062
632114450,23.7498,-34.3754,19.29,G08062
632114653,22.9292,-34.4775,19.11,G08002;G08062
632115725,21.8749,-34.288,19.01,G08062
632115859,21.4241,-34.4314,18.58,G08002;G08062
632117273,22.1742,-33.4209,17.66,G08062;G08002
632117723,23.9235,-33.9352,18.06,G08002;G08062
632118789,23.7649,-32.9991,17.53,G08002;G08062
632120663,22.5559,-32.8337,17.95,G08062;G08002
632120719,22.916,-32.612,17.27,G08062;G08002
632121588,24.1206,-31.9118,18.67,G08062;G08002
632121684,23.5552,-32.2331,18.82,G08002;G08062
632122163,23.9315,-31.4641,17.97,G08062;G08002
632122843,20.6977,-33.6703,18.76,G08002;G08062
632125934,21.0996,-32.3716,18.66,G08002;G08062
632126222,21.288,-31.9806,18.86,G08062;G08002
632127225,22.5332,-32.1818,19.04,G08062
632127505,22.942,-31.8888,17.66,G08062;G08002
632127613,22.1498,-32.1966,18.03,G08062;G08002
632127732,22.0897,-32.0833,17.88,G08002;G08062
632128331,23.0149,-31.6036,18.96,G08062;G08002
632129991,21.4767,-31.4786,18.21,G08002;G08062
632131106,22.5459,-30.6784,18.59,G08002;G08062
632139029,30.3987,-32.4406,18.56,G08002;G08062
632139422,28.8935,-32.9988,18.8,G08062;G08002
632140310,28.6951,-32.5139,19.16,G08062
632142050,27.228,-33.5282,18.95,G08002;G08062
632142294,26.568,-33.5773,19.12,G08062
632146853,28.5128,-32.0342,18.76,G08062;G08002
632149938,28.432,-31.0205,18.34,G08002;G08062
632150130,28.5627,-30.856,19.05,G08062
632150163,28.5394,-30.7588,18.94,G08002;G08062
632150474,28.0315,-30.677,19.08,G08062
632152432,31.97,-31.4776,18.89,G08002;G08062
632152621,32.1393,-31.2338,18.46,G08002;G08062
632152622,32.1378,-31.2289,18.5,G08002;G08062
632153406,30.2569,-31.5912,18.73,G08062;G08002
632153688,30.7051,-31.2024,18.01,G08062;G08002
632155637,32.4052,-30.8225,18.78,G08002;G08062
632156266,32.3366,-30.596,18.11,G08002;G08062
632156718,32.8161,-30.4382,17.87,G08062;G08002
632157863,31.3418,-30.3872,17.69,G08002;G08062
632159100,32.7093,-29.5334,18.84,G08002;G08062
632161674,30.049,-29.9928,17.61,G08062;G08002
632162097,30.1567,-29.4927,17.2,G08002;G08062
632164116,29.7129,-29.1135,18.9,G08062;G08002
632164836,31.2092,-29.3023,18.96,G08002;G08062
632165589,31.7936,-29.029,19.29,G08062
632165592,31.821,-28.9821,18.36,G08002;G08062
632167587,30.1609,-28.3323,19.14,G08062
632167602,30.1386,-28.2571,18.55,G08002;G08062
632167876,30.6629,-28.2664,17.97,G08002;G08062
632168003,31.3473,-28.1649,18.94,G08002;G08062
632169197,25.7535,-32.2289,18.99,G08002;G08062
632170041,25.2632,-31.4759,18.5,G08062;G08002
632171075,26.0924,-30.8003,18.4,G08002;G08062
632171205,24.8551,-31.7128,18.44,G08062;G08002
632172572,25.7442,-30.6434,17.71,G08062;G08002
632172759,24.8793,-30.9405,18.68,G08002;G08062
632172825,25.0988,-30.7255,18.26,G08062;G08002
632173685,27.1278,-30.6366,18.97,G08002;G08062
632176040,25.4658,-30.0841,18.51,G08062;G08002
632177765,23.8096,-30.8718,18.84,G08002;G08062
632178297,23.6372,-30.5259,19.11,G08062
632179380,24.3123,-29.7509,18.28,G08062;G08002
632179393,24.2625,-29.6683,18.42,G08002;G08062
632179573,24.4252,-29.6624,18.33,G08062;G08002
632183350,26.0423,-28.8331,18.61,G08002;G08062
632184531,24.9469,-28.6978,19.01,G08062
632184588,25.02,-28.5808,17.81,G08062;G08002
632185107,24.7376,-28.3747,19.23,G08062
632185491,25.138,-28.4505,19.2,G08062
632185669,25.7667,-28.127,17.01,G08002;G08062;20SECONDTARGET
632187072,27.8016,-29.3366,18.02,G08002;G08062
632187548,28.799,-29.0772,18.97,G08002;G08062
632188404,29.0804,-28.3087,17.75,G08002;G08062
632190249,27.9739,-27.8963,18.84,G08002;G08062
632191126,29.9574,-27.8589,18.73,G08002;G08062
632191421,29.218,-27.8562,18.42,G08062;G08002
632194405,30.0975,-26.489,19.23,G08062
632194640,29.4033,-26.6414,18.01,G08002;G08062
632197696,26.1282,-27.2266,17.87,G08002;G08062
632199439,28.2338,-27.0135,18.56,G08002;G08062
632200361,28.022,-26.3061,18.83,G08002;G08062
632202232,26.9726,-25.9259,17.81,G08062;G08002
632202901,28.5332,-25.3688,18.85,G08062;G08002
632203387,27.6575,-25.1086,18.64,G08002;G08062
632204450,20.7308,-31.326,18.77,G08002;G08062
632204990,20.5031,-30.8678,19.1,G08062
632205323,20.9433,-31.2296,18.77,G08002;G08062
632207669,21.6192,-29.545,17.99,G08002;G08062
632208091,20.7866,-30.2268,18.34,G08062;G08002
632208907,21.016,-29.766,18.94,G08062;G08002
632209799,21.2308,-28.9331,18.7,G08002;G08062
632211556,22.8585,-29.5481,18.05,G08062;G08002
632211903,22.3256,-29.3351,19.03,G08062
632212309,22.4392,-28.8636,18.93,G08002;G08062
632212603,22.9989,-28.8371,17.33,G08062;G08002
632212960,23.3936,-28.458,18.46,G08002;G08062
632213507,23.0574,-28.1766,19.21,G08062
632213540,23.3496,-28.1228,18.79,G08002;G08062
632213914,22.0107,-28.786,19.14,G08002;G08062
632213976,22.2627,-28.6379,18.48,G08002;G08062
632216934,23.6651,-27.5207,18.99,G08002;G08062
632217032,24.7156,-27.798,19.15,G08062
632217913,24.8082,-27.055,19.2,G08062
632219072,23.2881,-27.0961,16.7,G08002;G08062;20SECONDTARGET
632219283,23.0743,-26.882,18.64,G08002;G08062
632219284,23.044,-26.869,18.77,G08062;G08002
632220470,23.6272,-26.2307,18.99,G08002;G08062
632224505,20.7861,-26.3779,18.91,G08002;G08062
632225045,22.5095,-26.8519,17.56,G08062;G08002
632226222,23.3077,-26.1043,19.18,G08062
632226375,23.8476,-25.9242,19.08,G08062
632226643,23.0605,-26.0345,18.5,G08002;G08062
632226669,23.1327,-25.9176,17.94,G08002;G08062
632226754,22.6047,-25.9744,18.07,G08002;G08062
632227164,21.858,-26.5509,18.69,G08062;G08002
632227192,21.8998,-26.3985,18.54,G08002;G08062
632228221,21.7335,-25.5153,16.61,G08002;G08062
632228309,22.6369,-25.7925,18.46,G08002;G08062
632228597,22.7751,-25.4583,18.54,G08002;G08062
632229085,22.0559,-25.1597,18.97,G08002;G08062
632229980,24.8125,-26.79,18.59,G08002;G08062
632231028,25.6218,-26.2314,18.39,G08002;G08062
632232310,24.0388,-25.9371,18.04,G08002;G08062
632233387,25.1207,-25.3623,18.87,G08002;G08062
632233746,25.0348,-24.9628,18.46,G08002;G08062
632233823,25.3563,-24.7363,18.62,G08002;G08062
632234113,27.0351,-25.5458,14.9,G08002;G08062;G08082;20SECONDTARGET
632234677,26.751,-25.0535,18.84,G08062;G08002
632234743,26.8651,-24.8532,17.89,G08002;G08062
632235475,27.1649,-24.7628,17.61,G08002;G08062
632235755,27.4708,-24.4856,18.32,G08062;G08002
632237129,26.0558,-24.0158,18.35,G08062;G08002
632239026,23.6123,-25.1801,18.66,G08002;G08062
632239063,23.5077,-25.156,19.01,G08002;G08062
632240633,23.3608,-24.8533,19.02,G08002;G08062
632241446,23.1373,-24.5027,18.32,G08062;G08002
632242311,23.4321,-24.1254,18.7,G08062;G08002
632244046,26.2059,-23.7517,18.54,G08002;G08062
632244091,26.1428,-23.5693,18.8,G08002;G08062
632244554,25.895,-23.3914,17.38,G08062;G08002
632244665,25.5456,-23.2116,18.89,G08002;G08062
632244832,26.1054,-23.0436,17.94,G08002;G08062
632245294,24.8577,-23.5193,19.15,G08062
632245370,25.0868,-23.2815,19.13,G08062
632246422,25.688,-22.8063,19.1,G08062
632246850,24.9761,-22.5177,18.16,G08002;G08062
632246973,25.5179,-22.3787,18.95,G08062;G08002
632247404,20.4961,-26.2615,18.5,G08002;G08062
632248419,21.1059,-25.8814,18.05,G08062;G08002
632248431,21.0665,-25.856,19.04,G08062
632249662,21.5954,-24.8927,18.91,G08002;G08062
632249903,21.895,-24.6056,18.73,G08062;G08002
632250336,21.8897,-24.3605,18.32,G08002;G08062
632250651,20.1695,-24.9611,18.26,G08002;G08062
632251134,20.0104,-24.631,18.36,G08062;G08002
632251149,20.1546,-24.4847,18.76,G08002;G08062
632254512,22.3213,-23.8634,18.34,G08002;G08062
632258583,23.6906,-22.9348,18.45,G08062;G08002
632355773,32.0156,-28.1471,18.64,G08002;G08062
632381005,31.3768,-26.3705,17.79,G08062;G08002
632382270,31.3683,-26.1614,18.5,G08002;G08062
632383494,29.9296,-26.0149,17.97,G08062;G08002
632390036,29.0893,-25.291,19.15,G08062
632390237,29.6991,-25.0532,17.84,G08062;G08002
632390470,29.4215,-24.8065,19.12,G08062
632390740,30.2908,-24.898,18.39,G08062;G08002
632391707,29.083,-24.918,18.23,G08062;G08002
632392597,28.9397,-24.2369,18.44,G08002;G08062
632392907,29.5922,-24.278,18.87,G08062;G08002
632393101,29.7927,-24.0607,18.96,G08002;G08062
632393197,29.6941,-24.0201,18.93,G08002;G08062
632393556,29.2998,-23.8565,17.14,G08002;G08062
632452005,27.9756,-24.1306,19.13,G08062
632453199,29.248,-23.5218,19.14,G08062
632453624,28.4112,-23.1822,18.75,G08002;G08062
632453914,27.5301,-23.812,18.25,G08002;G08062
632454266,28.0513,-23.3626,19.18,G08062
632454634,26.9822,-23.3861,18.76,G08002;G08062
632455507,27.8854,-22.7922,17.47,G08062;G08002;20SECONDTARGET
632455701,27.8068,-22.5101,18.92,G08062;G08002
632455879,28.2553,-22.2996,17.99,G08062;G08002
632456741,28.9949,-22.6396,17.95,G08002;G08062
632457082,29.4269,-22.2327,17.76,G08062;G08002
632458384,29.2826,-22.1201,19.2,G08062
632458733,28.2362,-22.1239,19.2,G08062
632458834,28.8765,-21.9688,18.3,G08002;G08062
632462595,26.482,-22.1182,17.25,G08002;G08062
632462659,26.2295,-22.1189,17.23,G08002;G08062
632463543,26.5656,-21.6442,19.0,G08062
632463859,26.4113,-21.6361,18.6,G08002;G08062
632464851,27.8372,-21.507,19.07,G08062
632465428,28.7167,-21.0299,18.33,G08002;G08062
632465835,28.4795,-20.7945,18.14,G08002;G08062
70502653,22.4735,-32.4084,16.36,G08002;G08062
101100431,57.4967,-44.6071,16.4,G08002;G08062
152973378,48.379,-42.7127,17.21,G08062;G08002
153046347,49.2049,-44.6288,17.05,G08062;G08002
159974183,50.3403,-41.7058,15.91,G08002;G08062;20SECONDTARGET
160004042,50.817,-40.1328,17.85,G08062;G08002
308265608,51.9332,-40.3911,16.32,G08002;G08062
401890271,52.3631,-47.6447,16.56,G08002;G08062
404518666,51.6564,-42.915,18.09,G08002;G08062
650752029,53.0307,-50.6114,19.1,G08002;G08062
650752683,53.2526,-50.0967,17.67,G08002;G08062
650755486,51.3676,-51.0201,18.91,G08002;G08062
650759630,50.2664,-50.1679,18.86,G08002;G08062
650759675,50.1708,-50.1169,19.09,G08062
650760145,52.0425,-50.7293,18.69,G08002;G08062
650760962,51.3833,-50.5489,18.73,G08002;G08062
650761176,51.1252,-50.3737,16.65,G08002;G08062
650761645,51.7976,-49.993,18.6,G08062;G08002
650761689,51.5984,-49.9588,18.62,G08002;G08062
650762240,53.0296,-49.9466,19.08,G08062
650762895,51.8947,-49.7506,18.57,G08002;G08062
650764037,51.4004,-49.9852,18.81,G08002;G08062
650825604,48.7016,-48.7252,18.09,G08002;G08062
650825647,48.6461,-48.6759,19.09,G08002;G08062
650827519,49.5658,-48.8605,18.67,G08002;G08062
650827572,49.4234,-49.0004,17.15,G08002;G08062
650827916,50.0516,-48.5459,18.25,G08002;G08062
650831141,48.9268,-47.9669,18.68,G08002;G08062
650832124,49.8525,-47.3317,18.81,G08002;G08062
650832760,50.0446,-46.9409,18.04,G08002;G08062
650839981,48.782,-47.4272,18.78,G08062;G08002
650841315,48.7466,-46.8547,18.79,G08002;G08062
650842483,48.8832,-46.011,18.54,G08002;G08062
650844967,47.9682,-45.8095,17.82,G08002;G08062
650845138,47.7703,-45.5689,18.28,G08002;G08062
650873893,46.459,-46.3187,18.95,G08002;G08062
650874349,47.2495,-45.7516,17.96,G08002;G08062
650875987,47.6537,-44.7364,18.47,G08002;G08062
650879332,46.5945,-43.942,18.7,G08002;G08062
650886636,44.6864,-43.915,18.84,G08002;G08062
650888830,44.5991,-43.5688,18.77,G08062;G08002
650889227,44.099,-43.5829,18.84,G08002;G08062
650889738,44.1307,-42.9349,19.26,G08062
650925102,55.4523,-49.3103,16.86,G08002;G08062;G08082
650926321,53.7942,-49.7027,18.75,G08002;G08062
650926372,53.5117,-49.8046,18.11,G08002;G08062
650926410,53.564,-49.7079,18.51,G08002;G08062
650926548,53.635,-49.5544,17.8,G08002;G08062
650928689,54.5066,-48.4797,19.22,G08062
650929860,56.027,-49.0167,18.7,G08002;G08062
650931702,56.9661,-48.2305,18.92,G08002;G08062
650936614,53.6763,-48.9473,17.5,G08002;G08062
650937066,53.0961,-48.8821,18.52,G08002;G08062
650937400,53.2698,-48.7074,19.01,G08062
650945274,54.8813,-46.8121,19.01,G08002;G08062
650945277,54.8424,-46.8056,19.0,G08002;G08062
650947509,53.5189,-46.1345,17.92,G08002;G08062
650949159,53.9226,-45.2931,17.65,G08002;G08062
650949688,57.776,-47.5664,17.98,G08002;G08062
650950317,57.4937,-47.5464,18.77,G08002;G08062
650950727,57.5007,-47.1195,18.92,G08062;G08002
650953707,56.274,-46.7501,18.83,G08002;G08062
650955702,56.4989,-45.7566,19.09,G08062
650955790,56.6962,-45.6603,18.54,G08002;G08062
650957546,58.3841,-45.539,18.48,G08002;G08062
650961568,58.5002,-44.6308,18.69,G08002;G08062
650963140,55.9694,-46.356,18.15,G08002;G08062
650963638,56.405,-45.8229,18.79,G08002;G08062
650964448,55.5693,-45.4442,18.43,G08002;G08062
650964717,55.4348,-45.2264,18.96,G08002;G08062
650965014,56.1418,-45.5004,19.0,G08062
650966167,56.4292,-44.6044,17.58,G08062;G08002
650969920,56.8176,-44.5254,18.04,G08002;G08062
650969988,56.729,-44.4234,18.66,G08002;G08062
650970569,56.6561,-44.281,18.67,G08002;G08062
650972264,57.1718,-43.4591,18.01,G08002;G08062
650973516,56.4922,-43.4064,18.65,G08002;G08062
650977367,59.6929,-43.6014,17.46,G08002;G08062
650978681,58.5986,-43.623,18.93,G08002;G08062
650982542,57.9156,-43.0531,18.17,G08002;G08062
650983847,57.4588,-42.1413,18.22,G08062;G08002
650985101,57.8501,-41.7703,18.53,G08002;G08062
650985613,57.166,-42.5262,18.94,G08002;G08062
650986183,57.4296,-41.7777,19.28,G08062
650986443,56.7768,-42.0295,17.74,G08062;G08002
650986913,57.0541,-41.4545,18.22,G08002;G08062
650988360,57.4872,-40.815,18.24,G08062;G08002
650988471,57.8869,-40.509,18.48,G08062;G08002
650988824,59.1212,-41.4631,18.22,G08062;G08002
650990276,59.0309,-40.374,18.06,G08002;G08062
650990783,59.4759,-40.4946,19.04,G08002;G08062
650991839,58.3657,-40.557,19.09,G08062
650992426,58.1447,-40.3843,18.13,G08002;G08062
650993986,58.5831,-39.6391,18.72,G08002;G08062
650996635,51.7608,-47.4747,18.24,G08002;G08062
650998025,52.0372,-46.9314,18.83,G08002;G08062
650999054,51.71,-46.2531,19.18,G08062
650999114,51.6757,-46.0362,18.76,G08002;G08062
650999219,50.5214,-47.3518,17.81,G08002;G08062;20SECONDTARGET
651003459,52.2379,-45.8148,18.84,G08002;G08062
651003898,52.7082,-45.3634,18.5,G08002;G08062
651004678,53.6669,-44.9684,17.71,G08002;G08062
651008413,52.2798,-44.0072,19.19,G08062
651008503,52.3667,-43.811,19.08,G08002;G08062
651010141,49.4224,-45.1276,17.16,G08002;G08062
651010159,49.4278,-45.0948,17.98,G08002;G08062
651013477,49.3633,-44.3762,18.86,G08002;G08062
651013593,49.8364,-44.2701,18.77,G08002;G08062
651013751,49.468,-44.1808,19.04,G08002;G08062
651013942,48.9611,-44.3466,18.5,G08002;G08062
651016498,51.9109,-43.6808,18.88,G08002;G08062
651017408,51.6562,-42.9147,17.95,G08002;G08062
651018205,50.2931,-43.5665,17.75,G08002;G08062
651018318,50.4719,-43.2695,18.88,G08002;G08062
651021088,54.0609,-44.4046,18.32,G08002;G08062
651021785,53.4563,-44.214,19.3,G08062
651022284,53.6968,-43.6711,19.12,G08062
651022347,54.597,-44.0847,19.21,G08062
651023292,54.2066,-43.4624,18.03,G08002;G08062
651024002,52.964,-43.9583,17.86,G08002;G08062
651024749,52.7119,-43.6886,18.16,G08002;G08062
651030655,54.6515,-41.9305,19.25,G08062
651031031,53.8568,-41.8815,18.49,G08062;G08002
651031336,54.0973,-41.7171,19.23,G08062
651034058,51.9722,-42.6251,18.18,G08002;G08062
651034734,52.8048,-42.324,18.61,G08002;G08062
651034929,52.6564,-42.0905,18.9,G08002;G08062
651036043,52.9873,-41.3038,17.32,G08062;G08002
651036478,51.2031,-42.2587,18.97,G08002;G08062
651038958,52.2576,-40.7387,18.42,G08062;G08002
651039682,53.8488,-41.2148,19.15,G08062
651040564,53.696,-40.577,18.79,G08002;G08062
651042147,54.03,-39.7608,19.03,G08062
651043347,52.273,-40.16,19.05,G08062
651043928,53.4569,-40.0495,18.59,G08002;G08062
651045650,48.1665,-44.5311,19.19,G08062
651045669,47.8204,-44.7749,17.28,G08062;G08002
651048266,48.6245,-42.9368,17.29,G08062;G08002
651049506,47.419,-43.0434,17.49,G08002;G08062
651050564,47.7411,-42.5278,17.7,G08002;G08062
651050713,47.399,-42.3738,18.3,G08002;G08062
651051447,49.634,-42.9031,17.74,G08002;G08062
651053277,49.845,-41.8582,19.21,G08062
651054539,48.183,-42.1713,19.05,G08062
651057060,46.9082,-42.4954,18.91,G08002;G08062
651059205,47.2394,-41.2942,18.77,G08002;G08062
651059473,45.9539,-42.3214,18.9,G08002;G08062
651059545,45.8238,-42.1164,18.1,G08002;G08062
651059631,45.5093,-42.0522,17.98,G08002;G08062
651060535,45.9561,-41.4794,18.05,G08062;G08002
651063057,47.3138,-40.8542,18.72,G08062;G08002
651064648,48.3272,-39.8609,18.62,G08002;G08062
651065411,47.4285,-40.1815,18.41,G08002;G08062
651068403,50.0739,-41.0941,17.88,G08062;G08002
651068635,50.6154,-40.7352,18.54,G08002;G08062
651068872,50.505,-40.4004,18.06,G08002;G08062
651069004,51.3133,-40.6724,18.83,G08002;G08062
651070902,50.3167,-39.8894,19.29,G08062
651072090,50.8082,-39.3769,18.07,G08002;G08062
651072324,50.3236,-39.4808,18.33,G08002;G08062
651073280,52.5279,-39.6133,18.29,G08002;G08062
651073846,51.5648,-39.5131,19.04,G08062
651074960,53.2565,-38.6739,17.33,G08062;G08002
651075952,52.7004,-38.1045,18.35,G08002;G08062
651076057,51.3213,-39.2411,18.63,G08002;G08062
651078615,51.8537,-37.4322,19.12,G08002;G08062
651085578,51.5955,-37.3906,18.98,G08002;G08062
651090333,56.5396,-40.577,18.66,G08002;G08062
651091287,56.627,-40.587,17.27,G08062;G08002
651091636,56.916,-40.1416,18.24,G08002;G08062
651092599,55.8932,-40.1977,18.71,G08002;G08062
651092946,54.9356,-40.3036,18.6,G08002;G08062
651093582,56.3498,-39.9144,18.2,G08002;G08062
651094695,56.4051,-38.9466,17.78,G08002;G08062
651095207,57.7461,-39.5691,19.17,G08062
651097229,57.9231,-38.8788,18.8,G08062;G08002
651098553,57.0836,-38.6759,18.7,G08002;G08062
651098749,56.6078,-38.8196,19.13,G08062
651099425,57.5506,-38.5159,18.7,G08062;G08002
651101920,54.4404,-39.263,17.43,G08002;G08062
651104010,54.1458,-38.7781,18.71,G08002;G08062
651106535,56.35,-38.496,18.9,G08002;G08062
651106641,56.4965,-38.2667,19.21,G08062
651106793,56.2166,-38.2395,19.09,G08002;G08062
651106984,56.8943,-37.9831,17.79,G08002;G08062
651131733,53.8408,-37.9378,18.75,G08002;G08062
651131875,53.8071,-37.8726,18.89,G08002;G08062
651133135,54.1434,-37.1897,18.8,G08002;G08062
651133743,53.5838,-37.0333,19.14,G08062
651133926,54.3137,-36.8983,18.1,G08062;G08002
651134506,52.7089,-37.3998,18.54,G08062;G08002
651135338,52.7998,-37.0586,18.81,G08002;G08062
651135763,52.6747,-36.5314,19.2,G08062
651137984,55.031,-36.5569,17.93,G08062;G08002
651138747,54.7362,-36.0706,18.85,G08062;G08002
651140508,54.2594,-36.1765,18.58,G08002;G08062
651140610,54.0569,-36.0136,18.16,G08002;G08062
651144780,52.7417,-36.3679,18.45,G08002;G08062
651211305,43.725,-42.5748,19.02,G08002;G08062
651211779,43.7319,-42.4128,18.0,G08002;G08062
651214292,43.1754,-41.4888,18.96,G08002;G08062
651214560,42.5085,-41.7054,19.0,G08002;G08062
651215040,43.5246,-41.5851,18.41,G08062;G08002
651215635,44.0773,-40.797,18.94,G08002;G08062
651234777,46.1973,-40.3919,18.47,G08002;G08062
651235008,46.1267,-40.0905,19.04,G08062
685877083,60.3383,-45.898,19.09,G08062
685877426,60.698,-45.5421,19.2,G08062
685877672,60.1321,-45.5493,18.22,G08002;G08062
685896859,61.1372,-44.737,19.28,G08062
685897015,60.5552,-45.0793,18.16,G08002;G08062
685897452,60.7508,-44.6997,19.1,G08062
685897712,60.4418,-44.3502,19.08,G08062
685898172,61.274,-44.2474,18.79,G08002;G08062
685898244,61.5813,-44.3895,18.94,G08002;G08062
685898264,61.6578,-44.2818,18.39,G08062;G08002
685900451,62.5546,-44.1814,17.06,G08002;G08062
685900821,62.6092,-43.9174,18.74,G08062;G08002
685900938,62.7426,-43.6925,19.19,G08062
685901405,63.0995,-43.8985,18.54,G08002;G08062
685905286,62.467,-42.5984,17.66,G08002;G08062
685905346,62.4642,-42.5447,19.29,G08062
685905819,61.7454,-42.464,18.86,G08002;G08062
685935076,60.4783,-43.7461,18.82,G08002;G08062
685935289,60.2952,-43.5978,18.56,G08062;G08002
685936432,60.5664,-42.9365,17.95,G08062;G08002
685936473,60.819,-42.9098,18.6,G08002;G08062
685937223,60.2411,-42.5229,18.97,G08002;G08062
685937245,60.0143,-42.604,18.74,G08002;G08062
685937838,61.303,-42.4605,18.22,G08002;G08062
685939396,60.0215,-42.572,18.47,G08002;G08062
142300190,40.9217,-44.5783,16.9,G08002;G08062
142305375,41.324,-42.6728,17.32,G08062;G08002
142306027,41.375,-46.4028,16.75,G08002;G08062
166806973,39.1318,-49.5537,16.94,G08062;G08002
166809949,39.4902,-48.9203,17.19,G08062;G08002
184397946,29.2441,-47.153,16.17,G08002;G08062;20SECONDTARGET
201860926,37.9844,-53.9648,16.82,G08002;G08062;20SECONDTARGET
229156509,28.6497,-49.9164,16.19,G08002;G08062
631540679,35.8852,-56.941,18.19,G08002;G08062
631541926,33.3653,-57.419,18.76,G08062;G08002
631544516,35.0847,-56.028,18.59,G08002;G08062
631545390,37.4992,-56.4808,19.14,G08002;G08062
631546023,37.3344,-56.3394,18.85,G08062;G08002
631548496,36.7113,-56.1723,18.88,G08002;G08062
631549089,35.7964,-55.9479,18.44,G08002;G08062
631549508,36.5176,-55.5522,18.52,G08002;G08062
631549847,37.1612,-55.6529,18.14,G08002;G08062
631549898,37.4963,-55.6242,19.1,G08062
631550950,36.7741,-55.0855,18.9,G08002;G08062
631551311,37.5784,-54.6783,17.96,G08002;G08062
631552448,39.485,-55.4192,19.07,G08062
631553010,39.6812,-55.0245,17.62,G08002;G08062
631554780,39.026,-54.5037,18.05,G08062;G08002
631557782,33.0957,-57.1121,17.76,G08002;G08062
631559347,33.0104,-56.1748,18.49,G08002;G08062
631560202,34.3199,-55.9423,17.88,G08062;G08002
631561253,34.452,-55.1411,18.12,G08002;G08062
631563252,33.5686,-55.5023,17.33,G08062;G08002
631563301,33.1123,-55.6407,18.78,G08002;G08062
631563962,33.0697,-55.3702,18.08,G08002;G08062
631564000,32.8103,-55.2903,18.76,G08002;G08062
631564397,33.5701,-54.9475,18.88,G08002;G08062
631564908,35.2439,-55.6794,19.1,G08062
631568315,36.7122,-53.7863,18.76,G08002;G08062
631570611,36.3411,-53.7389,17.28,G08062;G08002
631570816,35.9161,-53.644,17.97,G08062;G08002
631574487,32.489,-54.5239,18.66,G08002;G08062
631577994,31.8079,-53.5144,18.76,G08002;G08062
631578274,32.0732,-53.3934,17.35,G08002;G08062
631579751,33.545,-53.5145,19.02,G08062
631579807,33.4422,-53.386,18.07,G08002;G08062
631581835,34.91,-52.5074,19.01,G08062
631581984,35.3382,-52.1752,18.32,G08002;G08062
631582227,33.479,-53.0817,17.61,G08002;G08062
631584441,34.7198,-52.0913,18.3,G08002;G08062
631585694,37.854,-53.8565,19.16,G08062
631586566,36.9985,-53.5171,18.41,G08002;G08062
631587090,37.7808,-52.9396,18.03,G08002;G08062
631588692,38.9642,-52.2114,17.21,G08062;G08002
631589025,36.5431,-53.1948,19.01,G08062
631590514,38.1611,-52.2863,18.41,G08002;G08062
631590590,37.5371,-52.3834,17.89,G08002;G08062
631592930,39.8196,-51.63,19.15,G08002;G08062
631596839,35.9327,-51.78,18.43,G08002;G08062
631598086,37.778,-50.9542,17.89,G08002;G08062
631599985,35.0469,-51.0599,18.86,G08002;G08062
631600240,35.2997,-50.9934,18.65,G08062;G08002
631601802,36.3335,-50.0736,18.75,G08002;G08062
631602191,37.8519,-50.9106,18.38,G08002;G08062
631603684,39.2561,-50.0357,18.86,G08002;G08062
631604078,39.738,-49.6188,18.07,G08062;G08002
631604645,38.7313,-49.4393,19.2,G08062
631607173,38.6452,-48.9599,19.08,G08062
631608217,39.731,-49.1531,18.28,G08062;G08002
631609159,39.5306,-48.2396,17.92,G08002;G08062
631609493,39.0338,-48.1915,18.01,G08002;G08062
631609609,38.7067,-48.075,19.05,G08062
631610161,39.8042,-47.5095,18.88,G08002;G08062
631737193,31.6573,-52.3316,19.02,G08062
631740307,30.7364,-51.726,19.21,G08062
631740693,32.8094,-52.2594,17.61,G08002;G08062
631741332,32.2781,-52.1826,19.15,G08062
631741509,31.9047,-52.1282,18.27,G08002;G08062
